"Step","bolivia-ACPPowerModel-h96-2024-05-18T17:06:09.485 - metrics/training_loss","bolivia-ACPPowerModel-h96-2024-05-18T17:06:09.485 - metrics/training_loss__MIN","bolivia-ACPPowerModel-h96-2024-05-18T17:06:09.485 - metrics/training_loss__MAX"
"2301","302707.4762374631","302707.4762374631","302707.4762374631"
"2303","306243.3332820159","306243.3332820159","306243.3332820159"
"2305","309996.0884826032","309996.0884826032","309996.0884826032"
"2307","312956.08326227963","312956.08326227963","312956.08326227963"
"2309","319563.7569082953","319563.7569082953","319563.7569082953"
"2311","306068.2633674815","306068.2633674815","306068.2633674815"
"2313","307559.752286328","307559.752286328","307559.752286328"
"2315","310997.7824095188","310997.7824095188","310997.7824095188"
"2317","295457.6138530096","295457.6138530096","295457.6138530096"
"2319","307092.01951008005","307092.01951008005","307092.01951008005"
"2321","305757.45281834883","305757.45281834883","305757.45281834883"
"2323","305723.04067461606","305723.04067461606","305723.04067461606"
"2325","313307.13157239475","313307.13157239475","313307.13157239475"
"2327","309459.3675373436","309459.3675373436","309459.3675373436"
"2329","304643.2754269888","304643.2754269888","304643.2754269888"
"2331","303097.1988876134","303097.1988876134","303097.1988876134"
"2333","297777.6813162123","297777.6813162123","297777.6813162123"
"2335","298302.6360129707","298302.6360129707","298302.6360129707"
"2337","296610.56666314544","296610.56666314544","296610.56666314544"
"2339","301132.4026490614","301132.4026490614","301132.4026490614"
"2341","300546.87318979716","300546.87318979716","300546.87318979716"
"2343","313404.81067782384","313404.81067782384","313404.81067782384"
"2345","313777.4008375345","313777.4008375345","313777.4008375345"
"2347","303420.22512290045","303420.22512290045","303420.22512290045"
"2349","307615.5061932035","307615.5061932035","307615.5061932035"
"2351","300786.21449937153","300786.21449937153","300786.21449937153"
"2353","309605.5552641556","309605.5552641556","309605.5552641556"
"2355","303802.9049694202","303802.9049694202","303802.9049694202"
"2357","314702.2904843924","314702.2904843924","314702.2904843924"
"2359","297854.36459896114","297854.36459896114","297854.36459896114"
"2361","298830.66461196466","298830.66461196466","298830.66461196466"
"2363","309192.6766877094","309192.6766877094","309192.6766877094"
"2365","302733.36229661107","302733.36229661107","302733.36229661107"
"2367","302598.5857766792","302598.5857766792","302598.5857766792"
"2369","307554.6207181536","307554.6207181536","307554.6207181536"
"2371","307998.3484583505","307998.3484583505","307998.3484583505"
"2373","301001.42594338616","301001.42594338616","301001.42594338616"
"2375","306848.09460008325","306848.09460008325","306848.09460008325"
"2377","310627.7681246309","310627.7681246309","310627.7681246309"
"2379","306641.3938387989","306641.3938387989","306641.3938387989"
"2381","315401.86442547163","315401.86442547163","315401.86442547163"
"2383","300204.5965268156","300204.5965268156","300204.5965268156"
"2385","306921.62498084764","306921.62498084764","306921.62498084764"
"2387","297222.3765567813","297222.3765567813","297222.3765567813"
"2389","311198.1805144604","311198.1805144604","311198.1805144604"
"2391","310543.1749517008","310543.1749517008","310543.1749517008"
"2393","307667.73988166254","307667.73988166254","307667.73988166254"
"2395","301074.54776235565","301074.54776235565","301074.54776235565"
"2397","306330.86694859085","306330.86694859085","306330.86694859085"
"2399","308997.2391605583","308997.2391605583","308997.2391605583"
"2401","306365.6164840967","306365.6164840967","306365.6164840967"
"2403","306443.3150163621","306443.3150163621","306443.3150163621"
"2405","309341.53999317175","309341.53999317175","309341.53999317175"
"2407","307556.31377576635","307556.31377576635","307556.31377576635"
"2409","294985.6386479488","294985.6386479488","294985.6386479488"
"2411","303899.67082427547","303899.67082427547","303899.67082427547"
"2413","296226.276685228","296226.276685228","296226.276685228"
"2415","307406.38362529135","307406.38362529135","307406.38362529135"
"2417","314044.76792003406","314044.76792003406","314044.76792003406"
"2419","308658.3018356909","308658.3018356909","308658.3018356909"
"2421","303876.8495540202","303876.8495540202","303876.8495540202"
"2423","308863.6347948706","308863.6347948706","308863.6347948706"
"2425","305735.88204696454","305735.88204696454","305735.88204696454"
"2427","303970.6614438556","303970.6614438556","303970.6614438556"
"2429","303528.8475723102","303528.8475723102","303528.8475723102"
"2431","307312.6774259897","307312.6774259897","307312.6774259897"
"2433","308428.83522076823","308428.83522076823","308428.83522076823"
"2435","310435.96336255927","310435.96336255927","310435.96336255927"
"2437","304169.8248636714","304169.8248636714","304169.8248636714"
"2439","303354.5029030842","303354.5029030842","303354.5029030842"
"2441","299445.53776462283","299445.53776462283","299445.53776462283"
"2443","317721.02040766913","317721.02040766913","317721.02040766913"
"2445","305268.80292405526","305268.80292405526","305268.80292405526"
"2447","306233.6731507266","306233.6731507266","306233.6731507266"
"2449","302626.5527334131","302626.5527334131","302626.5527334131"
"2451","307504.4956164627","307504.4956164627","307504.4956164627"
"2453","299682.3480809174","299682.3480809174","299682.3480809174"
"2455","302155.10600411985","302155.10600411985","302155.10600411985"
"2457","310163.455685561","310163.455685561","310163.455685561"
"2459","310048.39440760505","310048.39440760505","310048.39440760505"
"2461","305208.2522940992","305208.2522940992","305208.2522940992"
"2463","309445.7557255509","309445.7557255509","309445.7557255509"
"2465","299444.77778234624","299444.77778234624","299444.77778234624"
"2467","305182.80600251857","305182.80600251857","305182.80600251857"
"2469","300934.30509533116","300934.30509533116","300934.30509533116"
"2471","292605.1544062968","292605.1544062968","292605.1544062968"
"2473","295265.7939908744","295265.7939908744","295265.7939908744"
"2475","313168.2054273299","313168.2054273299","313168.2054273299"
"2477","298689.43335925246","298689.43335925246","298689.43335925246"
"2479","302079.4736112694","302079.4736112694","302079.4736112694"
"2481","308298.074088529","308298.074088529","308298.074088529"
"2483","304125.78283236764","304125.78283236764","304125.78283236764"
"2485","303837.56483998004","303837.56483998004","303837.56483998004"
"2487","310843.003603637","310843.003603637","310843.003603637"
"2489","310798.85306147824","310798.85306147824","310798.85306147824"
"2491","302454.94119232724","302454.94119232724","302454.94119232724"
"2493","298392.89632260613","298392.89632260613","298392.89632260613"
"2495","303966.14932918065","303966.14932918065","303966.14932918065"
"2497","299825.6108301406","299825.6108301406","299825.6108301406"
"2499","305137.5382169679","305137.5382169679","305137.5382169679"
"2501","312155.6022344295","312155.6022344295","312155.6022344295"
"2503","308444.8814523813","308444.8814523813","308444.8814523813"
"2505","302678.59137092985","302678.59137092985","302678.59137092985"
"2507","304796.37001356366","304796.37001356366","304796.37001356366"
"2509","303436.85570376285","303436.85570376285","303436.85570376285"
"2511","307013.9022357694","307013.9022357694","307013.9022357694"
"2513","298981.6444309919","298981.6444309919","298981.6444309919"
"2515","302658.0627279927","302658.0627279927","302658.0627279927"
"2517","309913.8027284079","309913.8027284079","309913.8027284079"
"2519","300452.7774550832","300452.7774550832","300452.7774550832"
"2521","303327.65249214985","303327.65249214985","303327.65249214985"
"2523","310262.9795622907","310262.9795622907","310262.9795622907"
"2525","310700.5284120992","310700.5284120992","310700.5284120992"
"2527","310468.25019579806","310468.25019579806","310468.25019579806"
"2529","301211.56888588116","301211.56888588116","301211.56888588116"
"2531","307399.0713097281","307399.0713097281","307399.0713097281"
"2533","307543.1214990364","307543.1214990364","307543.1214990364"
"2535","307104.54546477","307104.54546477","307104.54546477"
"2537","307972.99063345115","307972.99063345115","307972.99063345115"
"2539","298161.77183396544","298161.77183396544","298161.77183396544"
"2541","307571.08894501656","307571.08894501656","307571.08894501656"
"2543","303185.2902724306","303185.2902724306","303185.2902724306"
"2545","291734.1912087565","291734.1912087565","291734.1912087565"
"2547","303712.88443315437","303712.88443315437","303712.88443315437"
"2549","302410.37409122713","302410.37409122713","302410.37409122713"
"2551","314378.285470715","314378.285470715","314378.285470715"
"2553","306605.45557909645","306605.45557909645","306605.45557909645"
"2555","310236.01501579286","310236.01501579286","310236.01501579286"
"2557","311972.2286122534","311972.2286122534","311972.2286122534"
"2559","310702.74103479943","310702.74103479943","310702.74103479943"
"2561","302729.68742226117","302729.68742226117","302729.68742226117"
"2563","317158.5524931349","317158.5524931349","317158.5524931349"
"2565","304941.27991025604","304941.27991025604","304941.27991025604"
"2567","306304.7561945334","306304.7561945334","306304.7561945334"
"2569","301146.9169150684","301146.9169150684","301146.9169150684"
"2571","306935.00161434035","306935.00161434035","306935.00161434035"
"2573","308513.9730626697","308513.9730626697","308513.9730626697"
"2575","309244.1782797726","309244.1782797726","309244.1782797726"
"2577","310229.46066969575","310229.46066969575","310229.46066969575"
"2579","298647.6527627278","298647.6527627278","298647.6527627278"
"2581","301637.4879964804","301637.4879964804","301637.4879964804"
"2583","304568.33245157753","304568.33245157753","304568.33245157753"
"2585","306098.37430055527","306098.37430055527","306098.37430055527"
"2587","300863.5067162329","300863.5067162329","300863.5067162329"
"2589","306983.082824737","306983.082824737","306983.082824737"
"2591","308863.4653265232","308863.4653265232","308863.4653265232"
"2593","298000.44456586795","298000.44456586795","298000.44456586795"
"2595","312254.0222660551","312254.0222660551","312254.0222660551"
"2597","306756.73118414823","306756.73118414823","306756.73118414823"
"2599","300628.8431434208","300628.8431434208","300628.8431434208"
"2601","304345.78279264696","304345.78279264696","304345.78279264696"
"2603","306562.6207202699","306562.6207202699","306562.6207202699"
"2605","315091.5122540473","315091.5122540473","315091.5122540473"
"2607","301891.4742759604","301891.4742759604","301891.4742759604"
"2609","305951.5352215325","305951.5352215325","305951.5352215325"
"2611","299308.2333068627","299308.2333068627","299308.2333068627"
"2613","312053.2053590484","312053.2053590484","312053.2053590484"
"2615","304688.67211289884","304688.67211289884","304688.67211289884"
"2617","307002.4683595831","307002.4683595831","307002.4683595831"
"2619","302218.85984291363","302218.85984291363","302218.85984291363"
"2621","300045.0184737911","300045.0184737911","300045.0184737911"
"2623","307356.14859012834","307356.14859012834","307356.14859012834"
"2625","303882.42766581994","303882.42766581994","303882.42766581994"
"2627","297712.5624959732","297712.5624959732","297712.5624959732"
"2629","307025.0956056027","307025.0956056027","307025.0956056027"
"2631","309528.7159561999","309528.7159561999","309528.7159561999"
"2633","304664.0436223513","304664.0436223513","304664.0436223513"
"2635","303321.2469668397","303321.2469668397","303321.2469668397"
"2637","300965.66724678787","300965.66724678787","300965.66724678787"
"2639","304977.3562163066","304977.3562163066","304977.3562163066"
"2641","301274.2569348979","301274.2569348979","301274.2569348979"
"2643","302184.9353770552","302184.9353770552","302184.9353770552"
"2645","304476.19283315045","304476.19283315045","304476.19283315045"
"2647","304282.26307446824","304282.26307446824","304282.26307446824"
"2649","301545.07579083205","301545.07579083205","301545.07579083205"
"2651","313584.6008493919","313584.6008493919","313584.6008493919"
"2653","297539.0818202026","297539.0818202026","297539.0818202026"
"2655","306355.80847907613","306355.80847907613","306355.80847907613"
"2657","299118.7933536404","299118.7933536404","299118.7933536404"
"2659","309224.08255239006","309224.08255239006","309224.08255239006"
"2661","307952.29768489464","307952.29768489464","307952.29768489464"
